TRAVELER_ID,GENDER,AGE_GRP,TRAVEL_STATUS_ACCOMPANY,TRAVEL_COMPANIONS_NUM,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8
d002671,남,30대,3인 이상 여행(가족 외),3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소중간선호,체험활동약간선호,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요하지않음약간선호
d002697,여,20대,부모 동반 여행,3,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,중립,숙박약간선호,새로운지역매우선호,중립,중립,중립,계획에따른여행약간선호,사진촬영중요중간선호
d006661,남,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박매우선호,새로운지역약간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,계획에따른여행중간선호,사진촬영중요중간선호
d009528,여,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,도시중간선호,숙박매우선호,새로운지역약간선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,중립,계획에따른여행중간선호,사진촬영중요약간선호
a004764,남,20대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"역사 탐방, 문화적 경험 등 교육적 동기",자연중간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소중간선호,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,상황에따른여행중간선호,사진촬영중요중간선호
d002948,여,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,자연매우선호,숙박중간선호,새로운지역매우선호,불편하지만저렴한숙소중간선호,중립,잘알려지지않은방문지매우선호,상황에따른여행매우선호,사진촬영중요매우선호
c002138,남,40대,3인 이상 여행(가족 외),2,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,missing,자연매우선호,숙박약간선호,중립,중립,휴양또는휴식중간선호,중립,계획에따른여행중간선호,사진촬영중요중간선호
d004302,남,40대,자녀 동반 여행,2,새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,숙박매우선호,새로운지역약간선호,중립,중립,중립,계획에따른여행약간선호,사진촬영중요약간선호
d003635,여,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","운동, 건강 증진 및 충전",자연매우선호,숙박약간선호,중립,불편하지만저렴한숙소중간선호,휴양또는휴식약간선호,알려진방문지중간선호,상황에따른여행중간선호,중립
d009459,여,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,중립,숙박매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,체험활동매우선호,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
d000341,여,30대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,자연약간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소중간선호,중립,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
a004257,남,30대,3인 이상 여행(가족 외),2,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시,자연중간선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소약간선호,중립,알려진방문지중간선호,계획에따른여행매우선호,사진촬영중요매우선호
a002689,여,30대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","역사 탐방, 문화적 경험 등 교육적 동기",자연약간선호,숙박매우선호,익순한지역중간선호,불편하지만저렴한숙소중간선호,중립,중립,상황에따른여행중간선호,사진촬영중요하지않음중간선호
d002459,남,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,도시약간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식매우선호,중립,계획에따른여행매우선호,사진촬영중요매우선호
d002423,남,40대,2인 가족 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연중간선호,숙박약간선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,중립,계획에따른여행중간선호,사진촬영중요하지않음중간선호
d004961,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소약간선호,체험활동약간선호,알려진방문지중간선호,계획에따른여행매우선호,사진촬영중요매우선호
d004624,여,30대,자녀 동반 여행,3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,자연중간선호,숙박중간선호,중립,편하지만비싼숙소중간선호,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,상황에따른여행중간선호,중립
d007945,여,50대,나홀로 여행,0,새로운 경험 추구,SNS 사진 등록 등 과시,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박중간선호,새로운지역중간선호,편하지만비싼숙소중간선호,체험활동약간선호,잘알려지지않은방문지중간선호,계획에따른여행중간선호,사진촬영중요중간선호
d002146,여,20대,2인 가족 여행,1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,자연중간선호,당일중간선호,중립,편하지만비싼숙소약간선호,휴양또는휴식약간선호,중립,상황에따른여행매우선호,중립
b004416,여,40대,자녀 동반 여행,2,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,자연약간선호,당일중간선호,익순한지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,알려진방문지약간선호,상황에따른여행약간선호,사진촬영중요약간선호
d001454,여,40대,2인 가족 여행,1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박중간선호,새로운지역중간선호,중립,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,계획에따른여행중간선호,사진촬영중요매우선호
d010520,여,20대,나홀로 여행,0,SNS 사진 등록 등 과시,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"운동, 건강 증진 및 충전",중립,숙박매우선호,새로운지역약간선호,편하지만비싼숙소중간선호,체험활동약간선호,잘알려지지않은방문지약간선호,상황에따른여행약간선호,사진촬영중요중간선호
d001662,여,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박중간선호,새로운지역중간선호,편하지만비싼숙소매우선호,체험활동약간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요하지않음중간선호
d001434,여,40대,2인 가족 여행,1,여행 동반자와의 친밀감 및 유대감 증진,기타,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,중립,새로운지역매우선호,중립,체험활동약간선호,중립,계획에따른여행약간선호,중립
a001696,남,20대,3인 이상 여행(가족 외),4,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,도시중간선호,숙박매우선호,중립,편하지만비싼숙소중간선호,휴양또는휴식약간선호,알려진방문지약간선호,계획에따른여행중간선호,사진촬영중요중간선호
a000761,여,20대,부모 동반 여행,2,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박중간선호,새로운지역약간선호,불편하지만저렴한숙소약간선호,휴양또는휴식중간선호,알려진방문지중간선호,계획에따른여행중간선호,사진촬영중요중간선호
d001041,여,50대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",SNS 사진 등록 등 과시,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박중간선호,익순한지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,알려진방문지약간선호,계획에따른여행매우선호,사진촬영중요중간선호
a009733,여,20대,3대 동반 여행(친척 포함),4,기타,여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,중립,중립,중립,휴양또는휴식매우선호,잘알려지지않은방문지약간선호,상황에따른여행약간선호,사진촬영중요하지않음약간선호
d004019,여,40대,3대 동반 여행(친척 포함),3,여행 동반자와의 친밀감 및 유대감 증진,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,중립,새로운지역중간선호,중립,휴양또는휴식약간선호,잘알려지지않은방문지중간선호,중립,중립
a007081,여,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","운동, 건강 증진 및 충전",새로운 경험 추구,자연중간선호,중립,중립,편하지만비싼숙소중간선호,중립,잘알려지지않은방문지약간선호,계획에따른여행약간선호,사진촬영중요하지않음약간선호
d004592,여,30대,2인 가족 여행,1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,자연매우선호,숙박약간선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,계획에따른여행중간선호,사진촬영중요하지않음약간선호
d009484,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박매우선호,새로운지역매우선호,불편하지만저렴한숙소약간선호,중립,잘알려지지않은방문지약간선호,계획에따른여행중간선호,사진촬영중요약간선호
d003695,여,20대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박매우선호,새로운지역매우선호,중립,중립,중립,상황에따른여행중간선호,사진촬영중요중간선호
c003813,여,50대,2인 가족 여행,1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",기타,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,숙박중간선호,중립,편하지만비싼숙소매우선호,휴양또는휴식매우선호,알려진방문지매우선호,계획에따른여행중간선호,사진촬영중요하지않음중간선호
d000367,여,30대,자녀 동반 여행,5,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박매우선호,익순한지역중간선호,중립,체험활동중간선호,알려진방문지매우선호,계획에따른여행중간선호,사진촬영중요매우선호
d009548,여,20대,2인 여행(가족 외),1,"운동, 건강 증진 및 충전",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,자연약간선호,숙박중간선호,중립,편하지만비싼숙소중간선호,중립,잘알려지지않은방문지약간선호,계획에따른여행중간선호,사진촬영중요중간선호
d002218,여,40대,3인 이상 여행(가족 외),3,"역사 탐방, 문화적 경험 등 교육적 동기","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,자연중간선호,숙박중간선호,중립,편하지만비싼숙소매우선호,휴양또는휴식약간선호,알려진방문지중간선호,중립,사진촬영중요중간선호
d012430,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,자연약간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소매우선호,체험활동매우선호,잘알려지지않은방문지중간선호,계획에따른여행매우선호,사진촬영중요매우선호
d003886,여,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,중립,새로운지역약간선호,불편하지만저렴한숙소약간선호,중립,잘알려지지않은방문지약간선호,중립,사진촬영중요약간선호
d004138,여,30대,나홀로 여행,0,새로운 경험 추구,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,숙박매우선호,새로운지역매우선호,불편하지만저렴한숙소중간선호,중립,잘알려지지않은방문지매우선호,중립,사진촬영중요하지않음약간선호
d006306,남,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연약간선호,숙박약간선호,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요약간선호
d000652,여,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,숙박매우선호,새로운지역매우선호,불편하지만저렴한숙소중간선호,중립,잘알려지지않은방문지약간선호,상황에따른여행중간선호,사진촬영중요하지않음중간선호
a002179,여,50대,나홀로 여행,0,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,중립,중립,익순한지역약간선호,중립,휴양또는휴식약간선호,알려진방문지중간선호,상황에따른여행약간선호,사진촬영중요중간선호
d008975,여,30대,3대 동반 여행(친척 포함),6,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,자연매우선호,중립,익순한지역약간선호,편하지만비싼숙소중간선호,체험활동중간선호,알려진방문지중간선호,계획에따른여행매우선호,사진촬영중요매우선호
d002114,남,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,중립,숙박중간선호,새로운지역중간선호,불편하지만저렴한숙소약간선호,휴양또는휴식약간선호,알려진방문지약간선호,계획에따른여행약간선호,사진촬영중요하지않음약간선호
d001588,여,20대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",여행 동반자와의 친밀감 및 유대감 증진,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소매우선호,체험활동중간선호,알려진방문지약간선호,상황에따른여행매우선호,사진촬영중요하지않음약간선호
d006064,남,20대,2인 여행(가족 외),1,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박약간선호,새로운지역약간선호,불편하지만저렴한숙소약간선호,중립,중립,계획에따른여행약간선호,사진촬영중요중간선호
d005364,여,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",SNS 사진 등록 등 과시,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연중간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소매우선호,체험활동중간선호,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요매우선호
d008051,여,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",missing,중립,숙박중간선호,익순한지역중간선호,편하지만비싼숙소매우선호,휴양또는휴식약간선호,중립,상황에따른여행중간선호,중립
d003807,남,30대,나홀로 여행,2,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,숙박매우선호,새로운지역중간선호,중립,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,중립,사진촬영중요하지않음중간선호
d005325,남,40대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","역사 탐방, 문화적 경험 등 교육적 동기",새로운 경험 추구,자연매우선호,중립,새로운지역매우선호,편하지만비싼숙소약간선호,중립,잘알려지지않은방문지매우선호,계획에따른여행매우선호,중립
d009166,여,30대,나홀로 여행,1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,자연중간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소매우선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요매우선호
d009980,여,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피","운동, 건강 증진 및 충전",중립,숙박약간선호,중립,중립,휴양또는휴식약간선호,중립,상황에따른여행약간선호,사진촬영중요하지않음약간선호
d002742,여,20대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,자연중간선호,숙박중간선호,중립,불편하지만저렴한숙소약간선호,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,상황에따른여행약간선호,사진촬영중요약간선호
d004464,남,30대,2인 가족 여행,1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","운동, 건강 증진 및 충전",SNS 사진 등록 등 과시,자연중간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소중간선호,체험활동중간선호,중립,계획에따른여행중간선호,사진촬영중요매우선호
d005029,여,40대,3인 이상 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,중립,새로운지역약간선호,중립,중립,중립,상황에따른여행중간선호,중립
d010668,여,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",missing,자연중간선호,숙박중간선호,새로운지역매우선호,편하지만비싼숙소약간선호,체험활동약간선호,중립,계획에따른여행중간선호,사진촬영중요중간선호
a001883,남,30대,3인 이상 여행(가족 외),3,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",SNS 사진 등록 등 과시,자연중간선호,숙박약간선호,새로운지역약간선호,편하지만비싼숙소중간선호,휴양또는휴식약간선호,알려진방문지약간선호,계획에따른여행약간선호,사진촬영중요중간선호
d005228,여,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,SNS 사진 등록 등 과시,자연매우선호,숙박매우선호,중립,편하지만비싼숙소매우선호,휴양또는휴식매우선호,잘알려지지않은방문지매우선호,상황에따른여행매우선호,사진촬영중요매우선호
d012438,남,30대,나홀로 여행,0,"운동, 건강 증진 및 충전","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,중립,중립,중립,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요중간선호
a004327,여,50대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"운동, 건강 증진 및 충전","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",중립,당일중간선호,익순한지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,알려진방문지중간선호,중립,중립
d000527,여,20대,3인 이상 여행(가족 외),5,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",자연약간선호,중립,새로운지역중간선호,중립,체험활동약간선호,잘알려지지않은방문지약간선호,계획에따른여행중간선호,사진촬영중요중간선호
d012383,남,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,도시중간선호,숙박약간선호,새로운지역중간선호,불편하지만저렴한숙소중간선호,휴양또는휴식약간선호,중립,상황에따른여행중간선호,사진촬영중요하지않음약간선호
d001613,여,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,missing,자연매우선호,숙박매우선호,새로운지역매우선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,잘알려지지않은방문지매우선호,계획에따른여행중간선호,사진촬영중요중간선호
d001544,여,40대,자녀 동반 여행,3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,중립,숙박매우선호,새로운지역약간선호,편하지만비싼숙소약간선호,휴양또는휴식중간선호,중립,상황에따른여행중간선호,중립
d002944,남,30대,나홀로 여행,0,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",기타,missing,자연중간선호,숙박매우선호,새로운지역중간선호,불편하지만저렴한숙소약간선호,체험활동약간선호,중립,계획에따른여행약간선호,사진촬영중요매우선호
d007060,남,40대,나홀로 여행,0,새로운 경험 추구,"운동, 건강 증진 및 충전","일상적인 환경 및 역할에서의 탈출, 지루함 탈피",자연매우선호,숙박중간선호,새로운지역매우선호,불편하지만저렴한숙소약간선호,체험활동중간선호,잘알려지지않은방문지매우선호,계획에따른여행중간선호,사진촬영중요매우선호
a010468,여,40대,자녀 동반 여행,3,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,자연매우선호,숙박중간선호,익순한지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,잘알려지지않은방문지중간선호,계획에따른여행중간선호,사진촬영중요중간선호
d003091,여,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,중립,중립,중립,중립,휴양또는휴식약간선호,잘알려지지않은방문지약간선호,상황에따른여행약간선호,사진촬영중요하지않음약간선호
d001655,여,20대,부모 동반 여행,4,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시,자연매우선호,숙박약간선호,새로운지역중간선호,불편하지만저렴한숙소약간선호,체험활동매우선호,잘알려지지않은방문지중간선호,상황에따른여행중간선호,사진촬영중요매우선호
d010098,여,20대,3인 이상 여행(가족 외),2,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",SNS 사진 등록 등 과시,missing,도시중간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식매우선호,알려진방문지약간선호,계획에따른여행중간선호,사진촬영중요매우선호
d001683,여,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",새로운 경험 추구,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",중립,숙박매우선호,새로운지역매우선호,중립,중립,잘알려지지않은방문지약간선호,상황에따른여행중간선호,사진촬영중요하지않음약간선호
d004453,여,30대,2인 가족 여행,1,"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",missing,도시중간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소중간선호,휴양또는휴식중간선호,중립,계획에따른여행중간선호,사진촬영중요중간선호
c000618,남,20대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",도시약간선호,숙박중간선호,새로운지역매우선호,중립,체험활동중간선호,알려진방문지중간선호,상황에따른여행중간선호,사진촬영중요하지않음약간선호
d009148,남,20대,나홀로 여행,0,새로운 경험 추구,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",도시약간선호,숙박약간선호,새로운지역중간선호,편하지만비싼숙소약간선호,휴양또는휴식약간선호,알려진방문지약간선호,상황에따른여행중간선호,사진촬영중요하지않음약간선호
d006135,남,30대,부모 동반 여행,2,여행 동반자와의 친밀감 및 유대감 증진,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",missing,도시중간선호,중립,새로운지역중간선호,중립,체험활동중간선호,알려진방문지중간선호,상황에따른여행약간선호,사진촬영중요매우선호
b004846,여,30대,2인 여행(가족 외),1,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",missing,missing,자연중간선호,숙박매우선호,새로운지역매우선호,중립,체험활동중간선호,잘알려지지않은방문지약간선호,상황에따른여행중간선호,사진촬영중요매우선호
d007374,남,30대,나홀로 여행,0,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",새로운 경험 추구,중립,숙박약간선호,새로운지역약간선호,중립,중립,잘알려지지않은방문지약간선호,계획에따른여행약간선호,사진촬영중요약간선호
d006782,여,20대,2인 여행(가족 외),1,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",여행 동반자와의 친밀감 및 유대감 증진,missing,자연중간선호,숙박매우선호,새로운지역중간선호,편하지만비싼숙소약간선호,체험활동약간선호,중립,상황에따른여행매우선호,사진촬영중요약간선호
d010335,여,30대,3인 이상 여행(가족 외),3,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식","일상적인 환경 및 역할에서의 탈출, 지루함 탈피","운동, 건강 증진 및 충전",중립,숙박중간선호,중립,편하지만비싼숙소매우선호,휴양또는휴식매우선호,중립,상황에따른여행중간선호,중립
