TRAVEL_ID,TRAVELER_ID,TRAVEL_RANGE,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MISSION_4,TRAVEL_MISSION_5,TRAVEL_MISSION_6,TRAVEL_MISSION_7,TRAVEL_MISSION_8,TRAVEL_MISSION_9,TRAVEL_MISSION_10,TRAVEL_MISSION_11,TRAVEL_MISSION_12,TRAVEL_MISSION_13,TRAVEL_MISSION_14,TRAVEL_MISSION_15,TRAVEL_MISSION_16,TRAVEL_MISSION_17,TRAVEL_MISSION_18,TRAVEL_MISSION_19,TRAVEL_MISSION_20,TRAVEL_MISSION_21
d_d001671,d001671,3박 4일,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009745,d009745,3박 4일,온천/스파,Well-ness 여행,SNS 인생샷 여행,호캉스 여행,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009988,d009988,3박 4일,쇼핑,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000218,d000218,4박 5일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b000516,b000516,5박 6일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004056,d004056,3박 4일,쇼핑,SNS 인생샷 여행,신규 여행지 발굴,"야외 스포츠, 레포츠 활동",유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009281,d009281,2박 3일,SNS 인생샷 여행,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001580,d001580,5박 6일,교육/체험 프로그램 참가,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a014068,a014068,2박 3일,온천/스파,Well-ness 여행,SNS 인생샷 여행,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012405,d012405,1박 2일,온천/스파,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c002185,c002185,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,친환경 여행(플로깅 여행),지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006661,d006661,4박 5일,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001220,d001220,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,호캉스 여행,시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003752,d003752,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010612,d010612,3박 4일,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b000151,b000151,2박 3일,쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b002037,b002037,5박 6일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,역사 유적지 방문,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001889,d001889,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,역사 유적지 방문,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003696,d003696,3박 4일,드라마 촬영지 방문,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b000140,b000140,4박 5일,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000820,d000820,2박 3일,SNS 인생샷 여행,인플루언서 따라하기 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001737,d001737,4박 5일,SNS 인생샷 여행,호캉스 여행,인플루언서 따라하기 여행,등반 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010444,d010444,3박 4일,온천/스파,교육/체험 프로그램 참가,신규 여행지 발굴,친환경 여행(플로깅 여행),지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009418,d009418,4박 5일,SNS 인생샷 여행,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000025,d000025,4박 5일,쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b006786,b006786,1박 2일,쇼핑,드라마 촬영지 방문,신규 여행지 발굴,등반 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002152,d002152,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a004230,a004230,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b005958,b005958,2박 3일,종교/성지 순례,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002541,d002541,4박 5일,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d008989,d008989,1박 2일,신규 여행지 발굴,인플루언서 따라하기 여행,쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010343,d010343,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012305,d012305,1박 2일,Well-ness 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002791,d002791,3박 4일,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000371,d000371,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002342,d002342,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,인플루언서 따라하기 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001646,d001646,2박 3일,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005416,d005416,1박 2일,"테마파크, 놀이시설, 동/식물원 방문",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012309,d012309,1박 2일,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006321,d006321,5박 6일,온천/스파,SNS 인생샷 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004458,d004458,4박 5일,SNS 인생샷 여행,시티투어,등반 여행,신규 여행지 발굴,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005540,d005540,3박 4일,교육/체험 프로그램 참가,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000863,d000863,4박 5일,쇼핑,온천/스파,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000540,d000540,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,신규 여행지 발굴,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c002134,c002134,2박 3일,Well-ness 여행,호캉스 여행,신규 여행지 발굴,인플루언서 따라하기 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002237,d002237,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,인플루언서 따라하기 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005754,d005754,3박 4일,SNS 인생샷 여행,호캉스 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a003022,a003022,3박 4일,쇼핑,드라마 촬영지 방문,SNS 인생샷 여행,신규 여행지 발굴,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000515,d000515,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002098,d002098,4박 5일,Well-ness 여행,SNS 인생샷 여행,호캉스 여행,인플루언서 따라하기 여행,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003574,d003574,2박 3일,SNS 인생샷 여행,인플루언서 따라하기 여행,시티투어,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001293,d001293,3박 4일,신규 여행지 발굴,인플루언서 따라하기 여행,친환경 여행(플로깅 여행),등반 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002271,d002271,4박 5일,SNS 인생샷 여행,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003050,d003050,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000142,d000142,4박 5일,쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a005055,a005055,1박 2일,쇼핑,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001570,d001570,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",신규 여행지 발굴,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b011774,b011774,2박 3일,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c001519,c001519,3박 4일,Well-ness 여행,SNS 인생샷 여행,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c004745,c004745,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009457,d009457,2박 3일,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010496,d010496,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,호캉스 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003791,d003791,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003398,d003398,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,등반 여행,캠핑,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000261,d000261,2박 3일,교육/체험 프로그램 참가,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004131,d004131,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003297,d003297,2박 3일,드라마 촬영지 방문,SNS 인생샷 여행,친환경 여행(플로깅 여행),"야외 스포츠, 레포츠 활동",캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a006040,a006040,1박 2일,온천/스파,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004978,d004978,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",쇼핑,SNS 인생샷 여행,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004191,d004191,4박 5일,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011816,d011816,2박 3일,교육/체험 프로그램 참가,SNS 인생샷 여행,친환경 여행(플로깅 여행),지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010225,d010225,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,신규 여행지 발굴,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a005955,a005955,1박 2일,"테마파크, 놀이시설, 동/식물원 방문",시티투어,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002239,d002239,4박 5일,Well-ness 여행,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a012195,a012195,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,신규 여행지 발굴,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002816,d002816,5박 6일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011515,d011515,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,친환경 여행(플로깅 여행),시티투어,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002985,d002985,3박 4일,SNS 인생샷 여행,"테마파크, 놀이시설, 동/식물원 방문",인플루언서 따라하기 여행,친환경 여행(플로깅 여행),SNS 인생샷 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b002776,b002776,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001976,d001976,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",호캉스 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000090,d000090,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d012237,d012237,2박 3일,반려동물 동반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000607,d000607,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005143,d005143,2박 3일,SNS 인생샷 여행,인플루언서 따라하기 여행,등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010523,d010523,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,시티투어,캠핑,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009391,d009391,3박 4일,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,친환경 여행(플로깅 여행),캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d002852,d002852,3박 4일,반려동물 동반 여행,SNS 인생샷 여행,친환경 여행(플로깅 여행),신규 여행지 발굴,캠핑,"야외 스포츠, 레포츠 활동",인플루언서 따라하기 여행,Well-ness 여행,등반 여행,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a002994,a002994,2박 3일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,역사 유적지 방문,"야외 스포츠, 레포츠 활동",캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000842,d000842,4박 5일,SNS 인생샷 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001764,d001764,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,SNS 인생샷 여행,시티투어,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011821,d011821,4박 5일,친환경 여행(플로깅 여행),"야외 스포츠, 레포츠 활동",SNS 인생샷 여행,종교/성지 순례,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c012404,c012404,1박 2일,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d005575,d005575,1박 2일,쇼핑,교육/체험 프로그램 참가,"테마파크, 놀이시설, 동/식물원 방문",등반 여행,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001701,d001701,4박 5일,온천/스파,SNS 인생샷 여행,호캉스 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009294,d009294,3박 4일,쇼핑,SNS 인생샷 여행,신규 여행지 발굴,역사 유적지 방문,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001657,d001657,4박 5일,Well-ness 여행,SNS 인생샷 여행,반려동물 동반 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
c_c000121,c000121,3박 4일,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a002343,a002343,1박 2일,"테마파크, 놀이시설, 동/식물원 방문",인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a004636,a004636,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d001416,d001416,4박 5일,"테마파크, 놀이시설, 동/식물원 방문",Well-ness 여행,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,지역 축제/이벤트 참가,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004031,d004031,4박 5일,쇼핑,SNS 인생샷 여행,호캉스 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d003029,d003029,8박 9일,Well-ness 여행,SNS 인생샷 여행,등반 여행,지역 문화예술/공연/전시시설 관람,캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a005932,a005932,3박 4일,역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,유흥/오락(나이트라이프),SNS 인생샷 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d006013,d006013,2박 3일,쇼핑,호캉스 여행,신규 여행지 발굴,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004684,d004684,2박 3일,신규 여행지 발굴,친환경 여행(플로깅 여행),"야외 스포츠, 레포츠 활동",캠핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d004343,d004343,2박 3일,온천/스파,SNS 인생샷 여행,역사 유적지 방문,"야외 스포츠, 레포츠 활동",캠핑,지역 축제/이벤트 참가,호캉스 여행,Well-ness 여행,교육/체험 프로그램 참가,신규 여행지 발굴,친환경 여행(플로깅 여행),등반 여행,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing
d_d002074,d002074,3박 4일,온천/스파,등반 여행,"야외 스포츠, 레포츠 활동",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d009808,d009808,3박 4일,쇼핑,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d011429,d011429,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",SNS 인생샷 여행,시티투어,유흥/오락(나이트라이프),missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a010014,a010014,2박 3일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",시티투어,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d000749,d000749,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,"야외 스포츠, 레포츠 활동",지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007474,d007474,4박 5일,쇼핑,등반 여행,역사 유적지 방문,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
b_b000512,b000512,4박 5일,쇼핑,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d007846,d007846,1박 2일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,Well-ness 여행,SNS 인생샷 여행,신규 여행지 발굴,인플루언서 따라하기 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010369,d010369,3박 4일,쇼핑,역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",시티투어,신규 여행지 발굴,호캉스 여행,친환경 여행(플로깅 여행),등반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
d_d010557,d010557,3박 4일,쇼핑,온천/스파,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a001232,a001232,3박 4일,쇼핑,"테마파크, 놀이시설, 동/식물원 방문",역사 유적지 방문,시티투어,지역 문화예술/공연/전시시설 관람,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a003521,a003521,3박 4일,Well-ness 여행,SNS 인생샷 여행,반려동물 동반 여행,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
a_a001537,a001537,3박 4일,"테마파크, 놀이시설, 동/식물원 방문",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
