spot_id,VISIT_AREA_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD_1,VISIT_AREA_TYPE_CD_2,VISIT_AREA_TYPE_CD_3,VISIT_AREA_TYPE_CD_4,VISIT_AREA_TYPE_CD_5,VISIT_AREA_TYPE_CD_6,VISIT_AREA_TYPE_CD_7,VISIT_AREA_TYPE_CD_8,REVISIT_INTENTION,RCMDTN_INTENTION
spot_68,돌염전,35.67567567567568,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",missing,missing,missing,missing,missing,3.6216216216216215,3.7027027027027026
spot_69,스누피가든,133.83333333333334,"문화 시설(공연장, 영화관, 전시관 등)",체험 활동 관광지,"테마시설(놀이공원, 워터파크)","산책로, 둘레길 등",자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","상업지구(거리, 시장, 쇼핑시설)","레저/스포츠 관련 시설(스키, 카트, 수상레저)",4.288888888888889,4.594444444444444
spot_70,고성오일시장,33.75,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.0,3.125
spot_71,반지만들기 은답하라99.9,90.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_75,오설록티뮤지엄,63.714285714285715,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,3.876190476190476,4.014285714285714
spot_77,우도봉수대,30.0,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,5.0,5.0
spot_78,손지오름,90.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.5,3.5
spot_79,목장카페 밭디,96.3157894736842,"상업지구(거리, 시장, 쇼핑시설)",체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,4.421052631578948,4.578947368421052
spot_81,한담해안산책로,52.71028037383178,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.4672897196261685,4.5046728971962615
spot_82,함덕해수욕장,60.38265306122449,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.466836734693878,4.538265306122449
spot_84,제주감귤박람회,180.0,지역 축제/행사,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_85,용연구름다리,28.8,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",missing,missing,missing,missing,missing,3.36,3.8
spot_86,올레길 7코스(서귀포-월평 올레),82.22222222222223,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.148148148148148,4.407407407407407
spot_88,신화관 제주신화월드호텔앤리조트,40.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.333333333333333,4.333333333333333
spot_89,우도,190.84337349397592,자연관광지,체험 활동 관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",missing,missing,missing,missing,4.4879518072289155,4.5843373493975905
spot_90,올레야시장,51.81818181818182,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.2272727272727275,4.2727272727272725
spot_91,ICC제주국제컨벤션센터,150.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,3.9444444444444446,3.888888888888889
spot_92,제주민속촌,98.70967741935483,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",자연관광지,지역 축제/행사,"테마시설(놀이공원, 워터파크)",체험 활동 관광지,missing,missing,missing,3.7419354838709675,4.032258064516129
spot_93,검멀레해변,32.96296296296296,자연관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,4.1234567901234565,4.222222222222222
spot_94,월정리해수욕장,43.211009174311926,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.3577981651376145,4.422018348623853
spot_95,모구리야영장,570.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_96,화순항관리사무소,60.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_97,서귀포치유의숲,113.47826086956522,자연관광지,"산책로, 둘레길 등","테마시설(놀이공원, 워터파크)",체험 활동 관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,4.065217391304348,4.1521739130434785
spot_98,나인브로스커피,90.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_101,산양큰엉곶,80.29411764705883,자연관광지,"산책로, 둘레길 등",체험 활동 관광지,missing,missing,missing,missing,missing,3.8823529411764706,4.147058823529412
spot_104,제주문화예술진흥원 제주문예회관,85.0,"문화 시설(공연장, 영화관, 전시관 등)",지역 축제/행사,missing,missing,missing,missing,missing,missing,4.833333333333333,4.833333333333333
spot_106,은하감귤체험농장,52.5,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.5,4.0
spot_108,수목원테마파크,92.4,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,3.64,3.72
spot_110,항파두리 항몽유적지,47.608695652173914,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.869565217391304,4.0
spot_111,국립제주박물관,70.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.037037037037037,4.444444444444445
spot_112,올레길 1코스(시흥-광치기 올레),76.15384615384616,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.3076923076923075,4.384615384615385
spot_113,오션브리즈,165.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_114,용담해안도로,42.857142857142854,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_115,천지연폭포,49.51807228915663,자연관광지,체험 활동 관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,3.9578313253012047,4.192771084337349
spot_116,오픈박스 아라점,60.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_117,페이보릿,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.333333333333333,4.0
spot_118,남송이오름,45.0,"산책로, 둘레길 등",자연관광지,missing,missing,missing,missing,missing,missing,3.0,3.5
spot_119,서귀포매일올레시장,53.68421052631579,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.12218045112782,4.148496240601504
spot_120,비자림,72.85714285714286,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",체험 활동 관광지,missing,missing,missing,missing,4.042857142857143,4.235714285714286
spot_124,신양섭지해수욕장,51.81818181818182,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.045454545454546,4.090909090909091
spot_125,신화역사공원,82.5,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_126,닭머르,35.58139534883721,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.255813953488372,4.465116279069767
spot_127,삼무공원,37.5,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,3.875,4.0
spot_128,아르떼뮤지엄 제주,79.83471074380165,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,3.6942148760330578,4.2809917355371905
spot_129,수월봉,42.58064516129032,자연관광지,체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.161290322580645,4.225806451612903
spot_130,창꼼,35.172413793103445,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",missing,missing,missing,missing,missing,3.5172413793103448,4.0
spot_131,월령선인장군락지,36.0,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.266666666666667,4.433333333333334
spot_132,김녕해수욕장,70.36764705882354,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.411764705882353,4.4338235294117645
spot_133,제주시관광안내센터,30.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_134,신흥해수욕장,60.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.666666666666667,4.666666666666667
spot_135,이마트,37.5,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_136,다이소 제주동문시장점,37.5,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_139,에코랜드테마파크,140.57142857142858,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,3.9857142857142858,4.1571428571428575
spot_141,아침미소목장,92.26415094339623,체험 활동 관광지,자연관광지,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,4.528301886792453,4.528301886792453
spot_142,성산포JC공원,48.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.8,4.0
spot_144,제주레일바이크,59.4,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.04,4.28
spot_145,노형동,30.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_146,제주봄날,60.0,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,5.0,5.0
spot_147,쇠소깍,58.55769230769231,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)","산책로, 둘레길 등",missing,missing,missing,3.9711538461538463,4.134615384615385
spot_148,이중섭거리,50.64935064935065,"상업지구(거리, 시장, 쇼핑시설)","문화 시설(공연장, 영화관, 전시관 등)","역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,3.779220779220779,3.935064935064935
spot_149,곽지해수욕장,64.97142857142858,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.285714285714286,4.36
spot_151,다락쉼터 인증센터,25.714285714285715,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,4.857142857142857,4.571428571428571
spot_153,제주 동문재래시장,60.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_155,중문색달해수욕장,78.85714285714286,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.066666666666666,4.066666666666666
spot_156,사계해변,36.94214876033058,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",체험 활동 관광지,missing,missing,missing,missing,missing,4.041322314049586,4.1735537190082646
spot_158,천제연폭포,66.73469387755102,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",지역 축제/행사,missing,missing,missing,missing,missing,4.36734693877551,4.428571428571429
spot_159,남원큰엉해변,46.666666666666664,"산책로, 둘레길 등",자연관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,4.194444444444445,4.277777777777778
spot_160,자구리문화예술공원,61.666666666666664,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.9444444444444446,3.888888888888889
spot_161,한라산1100고지,47.72727272727273,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.454545454545454,4.454545454545454
spot_162,산방산,47.704918032786885,자연관광지,"산책로, 둘레길 등","역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,4.081967213114754,4.19672131147541
spot_163,바이나흐튼 크리스마스박물관,41.53846153846154,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.3846153846153846,3.6153846153846154
spot_165,더럭초등학교,60.0,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_166,제주동문시장,52.92613636363637,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.065340909090909,4.088068181818182
spot_167,윈드카트1947,90.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_168,비밀의숲,64.70588235294117,자연관광지,"산책로, 둘레길 등",체험 활동 관광지,missing,missing,missing,missing,missing,3.872549019607843,4.215686274509804
spot_171,신양항,30.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.0,2.0
spot_174,점보빌리지,106.875,체험 활동 관광지,"문화 시설(공연장, 영화관, 전시관 등)","테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,3.4375,3.8125
spot_175,제주신라호텔 수영장,144.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_176,이니스프리 제주하우스,50.0,체험 활동 관광지,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,4.333333333333333,4.5
spot_180,스캠프짐,150.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_183,제주별책부록,30.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_184,제주차귀도요트투어,105.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.5,4.5
spot_185,쇠소깍수상레저 전통테우,72.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,4.4,4.6
spot_186,월정투명카약,69.0,체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",자연관광지,missing,missing,missing,missing,missing,4.2,4.6
spot_187,서귀포항여객선터미널,225.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_188,더마파크,93.10344827586206,"테마시설(놀이공원, 워터파크)","문화 시설(공연장, 영화관, 전시관 등)",체험 활동 관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,4.103448275862069,4.482758620689655
spot_190,신화월드테마파크,40.0,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_191,제주도자전거대여 보물섬하이킹,15.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_194,동백동산습지센터,45.0,"문화 시설(공연장, 영화관, 전시관 등)",자연관광지,missing,missing,missing,missing,missing,missing,4.5,4.5
spot_195,차귀도,67.5,자연관광지,체험 활동 관광지,missing,missing,missing,missing,missing,missing,3.5,3.75
spot_196,탑텐 서귀포점,45.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,4.0,3.5
spot_197,서우봉,51.75,"산책로, 둘레길 등",자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,4.275,4.425
spot_198,제주시청,60.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.5,3.25
spot_199,안덕산방도서관,30.0,"문화 시설(공연장, 영화관, 전시관 등)",missing,missing,missing,missing,missing,missing,missing,3.0,2.0
spot_200,도두봉,44.26829268292683,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.2439024390243905,4.426829268292683
spot_202,문도지오름,52.22222222222222,자연관광지,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,4.148148148148148,4.2592592592592595
spot_203,상효원수목원,91.62162162162163,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.891891891891892,4.27027027027027
spot_205,제주성읍마을,58.064516129032256,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,3.935483870967742,3.935483870967742
spot_206,산방산탄산온천,129.20792079207922,"테마시설(놀이공원, 워터파크)",missing,missing,missing,missing,missing,missing,missing,4.297029702970297,4.435643564356436
spot_209,이호테우해수욕장,54.266666666666666,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.164444444444444,4.222222222222222
spot_211,금능해수욕장,68.4090909090909,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.537878787878788,4.553030303030303
spot_213,세화해변,65.04950495049505,자연관광지,"상업지구(거리, 시장, 쇼핑시설)",체험 활동 관광지,"산책로, 둘레길 등",missing,missing,missing,missing,4.346534653465347,4.405940594059406
spot_215,트레이닝 팜트리,60.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,5.0,5.0
spot_216,조랑말체험공원,42.0,체험 활동 관광지,missing,missing,missing,missing,missing,missing,missing,3.2,3.8
spot_218,보롬왓,69.23076923076923,체험 활동 관광지,자연관광지,"테마시설(놀이공원, 워터파크)","산책로, 둘레길 등",missing,missing,missing,missing,4.346153846153846,4.346153846153846
spot_219,윈드1947카트테마파크,69.44444444444444,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,4.037037037037037,4.111111111111111
spot_220,절물 자연휴양림,0.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,4.0,4.0
spot_223,렛츠런파크제주,139.0909090909091,"테마시설(놀이공원, 워터파크)",지역 축제/행사,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,3.4545454545454546,3.272727272727273
spot_224,황우지선녀탕,58.08510638297872,자연관광지,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",체험 활동 관광지,missing,missing,missing,missing,missing,3.978723404255319,4.042553191489362
spot_225,우도지석묘,30.0,자연관광지,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)","산책로, 둘레길 등",missing,missing,missing,missing,missing,3.3333333333333335,3.6666666666666665
spot_226,도깨동산,45.0,자연관광지,missing,missing,missing,missing,missing,missing,missing,3.5,3.5
spot_227,스마일코리아 서귀포지점,105.0,"레저/스포츠 관련 시설(스키, 카트, 수상레저)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
spot_228,제주백화점,60.0,"상업지구(거리, 시장, 쇼핑시설)",missing,missing,missing,missing,missing,missing,missing,3.5,3.5
spot_229,올레길 16코스(고내-광령 올레),73.63636363636364,"산책로, 둘레길 등",missing,missing,missing,missing,missing,missing,missing,4.2727272727272725,4.2727272727272725
spot_230,천주교황사평성지,30.0,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",missing,missing,missing,missing,missing,missing,missing,3.0,3.0
